player_id,player_first_name,player_last_name,goal_keeper,playing_time,normalized_player_minutes,substitutions_in,substitutions_out,cards_yellow,cards_yellow_red,cards_red,sendings_off,offsides,fouls_against_opponent,fouls_other,fouls_hand_ball,fouls_sum,other_player_actions,goals,shots_at_goal_held,shots_at_goal_wide,shots_at_goal_crossbar,shots_at_goal_post,shots_at_goal_blocked,shots_at_goal_other,shots_at_goal_failed,shots_at_goal_right_leg,shots_at_goal_left_leg,shots_at_goal_head,shots_at_goal_body,shots_at_goal_no_head,shots_at_goal_sum,shots_at_goal_inside_box,shots_at_goal_outside_box,assists,second_assists,first_and_second_assists,passes_from_play_successful,passes_from_play_not_successful,passes_from_play_sum,passes_from_standards_successful,passes_from_standards_not_successful,passes_from_standards_sum,passes_successful_sum,passes_not_successful_sum,passes_sum,crosses_from_play_successful,crosses_from_play_not_successful,crosses_from_play_sum,crosses_from_standards_successful,crosses_from_standards_not_successful,crosses_from_standards_sum,crosses_successful_sum,crosses_not_successful_sum,crosses_sum,passes_and_crosses_from_play_successful,passes_and_crosses_from_play_not_successful,passes_and_crosses_from_play_sum,passes_and_crosses_from_standards_successful,passes_and_crosses_from_standards_not_successful,passes_and_crosses_from_standards_sum,passes_and_crosses_successful_sum,passes_and_crosses_not_successful_sum,passes_and_crosses_sum,own_goals,own_goals_prevented,defensive_clearances,abandonments_of_ball,other_ball_actions,throw_ins,penalties_successful,penalties_not_successful,penalties_sum,corner_kicks_left,corner_kicks_right,corner_kicks_sum,free_kicks_direct,free_kicks_indirect,free_kicks_sum,kickoffs_after_goal,kickoffs,ball_control_phases,ball_actions,tackling_games_air_won,tackling_games_air_lost,tackling_games_air_sum,distance_covered,maximum_speed,participations_goal,participations_goal_indirect,participations_goal_direct,assists_shot_at_goal,participations_shot_at_goal,participations_shot_at_goal_indirect,participations_shot_at_goal_direct,sitters,participations_sitter,shots_on_target,shots_on_goal_suffered,fouls_suffered,passes_from_open_play_short,passes_from_open_play_short_successful_ratio,passes_from_open_play_medium,passes_from_open_play_medium_successful_ratio,passes_from_open_play_long,passes_from_open_play_long_successful_ratio,penalties_saved,penalties_caused,xG,xG_efficiency,goal_opportunities,chances,nutmegs,spectacular_plays,participations_goal_opportunities,shots_conversion_rate,passes_from_play_conversion_rate,passes_from_standards_conversion_rate,passes_conversion_rate,crosses_from_standards_conversion_rate,crosses_conversion_rate,crosses_from_play_conversion_rate,penalty_conversion_rate,goals_plus_assists,goals_plus_first_and_second_assists,team_id,team_three_letter_code,team_short_name,competition_id,season_id,season,matches_played,matches_played_tracking,advanced_stats_advanced_statsgoalkeeper,advanced_stats_advanced_statspasses_from_open_play_successful,advanced_stats_advanced_statsx_pass,advanced_stats_advanced_statspassing_performance,advanced_stats_advanced_statspassing_performance_rank,advanced_stats_advanced_statsdifficult_passes,advanced_stats_advanced_statsdifficult_passes_successful_ratio,advanced_stats_advanced_statsdifficult_passes_share,advanced_stats_advanced_statsplayer_pressure_count,advanced_stats_advanced_statsplayer_pressure_count_rank,advanced_stats_advanced_statsaverage_pressure,advanced_stats_advanced_statsescape_rate,advanced_stats_advanced_statsescape_rate_rank,advanced_stats_advanced_statspressure_resistance_ratio,advanced_stats_advanced_statspressure_resistance_efficiency,advanced_stats_advanced_statspasses_under_pressure_successful_ratio,xg_rankings_xg_rankingsseason_xg_rankings_xg_rankingsseasonrank,xg_rankings_xg_rankingsseason_xg_rankings_xg_rankingsseasonabsolute,xg_rankings_xg_rankingsseason_xg_rankings_xg_rankingsseasonx_goals,xg_rankings_xg_rankingsseason_xg_rankings_xg_rankingsseasongoals,xg_rankings_xg_rankingslast5matches_xg_rankings_xg_rankingslast5matchesrank,xg_rankings_xg_rankingslast5matches_xg_rankings_xg_rankingslast5matchesabsolute,xg_rankings_xg_rankingslast5matches_xg_rankings_xg_rankingslast5matchesx_goals,xg_rankings_xg_rankingslast5matches_xg_rankings_xg_rankingslast5matchesgoals,player_alias
MLS-OBJ-0007KJ,Ezequiel,Ponce,FALSE,49:04:40,2681,0,12,8,0,0,0,16,68,2,1,71,0,10,14,27,0,1,27,7,76,35,16,35,0,51,86,72,14,1,0,1,361,104,465,46,0,46,407,104,511,0,2,2,0,0,0,0,2,2,361,106,467,46,0,46,407,106,513,0,0,10,0,227,0,1,0,1,0,0,0,4,0,4,39,46,836,842,68,85,153,294126.01,33.13,11,1,10,15,106,13,93,6,8,24,0,46,254,79.92,198,77.27,13,38.46,0,0,14.612,-4.612,74,68,1,4,88,0.12,0.78,1,0.8,NA,0,0,1,11,11,MLS-CLU-00000H,HOU,Houston,MLS-COM-000001,MLS-SEA-0001K9,2025,32,32,FALSE,358,362.51,-4.51,713,154,0.54,0.33,418,57,0.65,0.48,609,0.07,12.91,0.74,688,-4.61,14.61,10,571,-1.58,2.58,1,NA
MLS-OBJ-0005D9,Joseph,Paintsil,FALSE,36:21:41,1978,3,5,3,0,0,0,13,23,1,2,26,1,10,22,13,0,2,15,1,53,59,3,1,0,62,63,47,16,2,3,5,497,110,607,20,0,20,517,110,627,5,24,29,1,4,5,6,28,34,502,134,636,21,4,41,523,138,677,0,0,1,1,241,16,2,0,2,9,4,13,9,0,9,3,3,983,1008,3,12,15,201324.56,36.62,16,4,12,20,92,15,77,7,9,32,0,64,226,88.05,365,78.9,16,62.5,0,0,10.6781,-0.6781,55,48,2,2,80,0.16,0.82,1,0.82,0.2,0.18,0.17,1,12,15,MLS-CLU-00000G,LA,LA Galaxy,MLS-COM-000001,MLS-SEA-0001K9,2025,25,25,FALSE,497,480.44,16.56,122,184,0.52,0.3,498,37,0.59,0.49,586,0.02,3.83,0.85,493,-0.68,10.68,10,545,-0.9,5.9,5,NA
MLS-OBJ-0000DR,Tani,Oluwaseyi,FALSE,33:38:16,1861,3,8,5,0,0,0,6,35,0,0,35,0,10,20,20,1,0,12,2,55,10,42,12,1,53,65,57,8,7,1,8,266,93,359,2,1,3,268,94,362,1,3,4,0,0,0,1,3,4,267,96,363,2,1,4,269,97,367,0,0,9,0,177,1,0,0,0,0,0,0,1,0,1,2,2,618,621,60,63,123,202808.53,35.74,18,1,17,24,95,13,82,5,9,30,0,17,156,82.69,201,67.66,2,50,0,0,11.2933,-1.2933,59,54,0,2,83,0.15,0.74,0.67,0.74,NA,0.25,0.25,NA,17,18,MLS-CLU-00000L,MIN,Minnesota,MLS-COM-000001,MLS-SEA-0001K9,2025,24,24,FALSE,261,262.85,-1.85,633,135,0.51,0.38,292,122,0.65,0.41,704,-0.1,-14.03,0.69,584,-1.29,11.29,10,138,-0.01,1.01,1,NA
MLS-OBJ-0000FA,Carles,Gil,FALSE,56:19:54,3056,0,3,3,0,0,0,1,8,0,7,15,0,10,19,26,1,0,22,0,68,10,68,0,0,78,78,18,60,9,5,14,1510,320,1830,151,14,165,1661,334,1995,16,41,57,33,75,108,49,116,165,1526,361,1887,184,89,292,1710,450,2179,0,0,3,2,357,19,5,0,5,34,90,124,133,0,133,9,26,2619,2656,4,7,11,343509.38,31.45,24,5,19,102,208,46,162,6,11,29,0,102,506,88.93,1142,83.54,182,58.24,0,0,7.7822,2.2178,62,56,7,2,173,0.13,0.83,0.92,0.83,0.31,0.3,0.28,1,19,24,MLS-CLU-00000N,NE,New England,MLS-COM-000001,MLS-SEA-0001K9,2025,34,34,FALSE,1501,1462.54,38.46,29,534,0.54,0.29,1037,1,0.47,0.63,203,0.27,137.91,0.84,22,2.22,7.78,10,406,-0.31,0.31,0,NA
MLS-OBJ-0007WC,Wilfried,Zaha,FALSE,50:09:05,2740,0,5,10,1,0,0,11,46,0,3,49,0,10,18,9,0,0,16,1,44,39,15,0,0,54,54,38,16,5,5,10,1031,162,1193,33,0,33,1064,162,1226,8,17,25,0,0,0,8,17,25,1039,179,1218,33,0,53,1072,179,1271,0,0,10,0,451,20,2,1,3,5,3,8,23,0,23,1,2,1786,1806,4,16,20,306844.06,34.18,23,8,15,32,108,25,83,7,16,28,0,125,419,90.45,727,85.56,47,63.83,0,0,7.8325,2.1675,47,40,1,4,92,0.19,0.86,1,0.87,NA,0.32,0.32,0.67,15,20,MLS-CLU-00000I,CLT,Charlotte,MLS-COM-000001,MLS-SEA-0001K9,2025,31,31,FALSE,1032,990.99,41.01,24,315,0.62,0.26,898,3,0.58,0.56,403,0.19,79.06,0.85,25,2.17,7.83,10,96,0.42,2.58,3,NA
MLS-OBJ-0007TA,Pep,Biel,FALSE,36:07:13,2018,2,14,4,0,0,0,1,28,0,0,28,0,10,13,21,1,0,7,2,44,12,39,3,0,51,54,32,22,11,1,12,511,114,625,31,8,39,542,122,664,2,16,18,9,36,45,11,52,63,513,130,643,40,44,92,553,174,735,0,0,4,2,163,10,0,0,0,9,41,50,23,0,23,6,15,958,965,7,19,26,261050.23,32.95,22,2,20,49,109,12,97,4,14,23,0,14,206,85.44,369,81.03,50,72,0,0,7.3407,2.6593,51,47,1,5,103,0.19,0.82,0.79,0.82,0.2,0.17,0.11,NA,21,22,MLS-CLU-00000I,CLT,Charlotte,MLS-COM-000001,MLS-SEA-0001K9,2025,26,26,FALSE,508,480.91,27.09,60,221,0.61,0.36,325,101,0.44,0.51,532,0.05,8.34,0.83,17,2.66,7.34,10,28,1.05,1.95,3,NA
MLS-OBJ-0001J2,João,Klauss,FALSE,44:12:42,2423,4,14,4,0,0,0,7,33,0,2,35,0,10,22,33,1,2,26,7,91,49,17,34,1,67,101,85,16,2,1,3,395,137,532,47,1,48,442,138,580,0,3,3,0,0,0,0,3,3,395,140,535,47,1,53,442,141,588,0,0,15,0,208,5,0,0,0,0,0,0,2,0,2,31,46,912,921,75,50,125,255877.37,33.51,15,3,12,35,147,20,127,3,9,33,0,32,233,76.39,282,73.76,17,52.94,0,0,11.6154,-1.6154,88,85,3,3,127,0.1,0.74,0.98,0.76,NA,0,0,NA,12,13,MLS-CLU-00001L,STL,St. Louis,MLS-COM-000001,MLS-SEA-0001K9,2025,33,33,FALSE,384,374.39,9.61,205,225,0.55,0.44,353,84,0.59,0.53,481,0.11,18.29,0.69,623,-1.62,11.62,10,577,-2.16,3.16,1,NA
MLS-OBJ-0000WL,Milan,Iloski,FALSE,09:38:47,471,11,2,0,0,0,0,1,11,0,2,13,0,10,9,4,1,0,8,1,23,18,12,3,0,30,33,25,8,1,0,1,97,25,122,10,1,11,107,26,133,0,2,2,0,7,7,0,9,9,97,27,124,10,8,21,107,35,145,0,0,1,0,44,3,0,0,0,9,0,9,3,0,3,6,6,223,224,5,7,12,67523.81,34.52,11,0,11,7,41,2,39,3,5,19,0,9,49,93.88,66,68.18,7,85.71,0,0,4.7898,5.2102,28,25,1,0,35,0.3,0.8,0.91,0.8,0,0,0,NA,11,11,MLS-CLU-000065,SD,San Diego,MLS-COM-000001,MLS-SEA-0001K9,2025,14,14,FALSE,96,93.13,2.87,311,41,0.56,0.34,NA,NA,NA,NA,NA,NA,NA,NA,4,5.44,6.56,12,136,-0.01,1.01,1,NA
MLS-OBJ-000528,Luis,Suárez,FALSE,41:37:56,2291,1,11,6,0,0,0,10,27,0,0,27,0,10,20,30,1,1,14,3,69,49,22,8,0,71,79,58,21,8,2,10,608,179,787,64,1,65,672,180,852,6,4,10,0,0,0,6,4,10,614,183,797,64,1,72,678,184,869,0,0,7,0,161,7,1,0,1,0,1,1,2,0,2,35,62,1116,1126,14,11,25,241732.47,32.28,23,7,16,47,136,21,115,8,12,30,0,34,323,82.97,424,72.88,40,77.5,0,0,12.9522,-2.9522,69,61,2,3,114,0.13,0.77,0.98,0.79,NA,0.6,0.6,1,18,20,MLS-CLU-000008,MIA,Miami,MLS-COM-000001,MLS-SEA-0001K9,2025,28,28,FALSE,605,564.92,40.08,25,355,0.59,0.45,347,88,0.39,0.48,609,-0.01,-1.64,0.74,674,-2.95,12.95,10,131,0.05,2.95,3,NA
MLS-OBJ-00004E,Brian,Gutiérrez,FALSE,37:33:37,2050,5,10,6,0,1,0,1,32,0,2,34,0,9,20,16,0,1,23,0,60,60,9,0,0,69,69,27,42,3,3,6,862,162,1024,35,5,40,897,167,1064,3,6,9,0,7,7,3,13,16,865,168,1033,35,12,51,900,180,1084,0,0,4,0,223,4,2,0,2,7,2,9,19,0,19,13,22,1380,1396,5,8,13,247742.55,34.84,16,5,11,50,137,34,104,4,11,32,0,38,408,92.16,543,82.87,73,49.32,0,0,7.3934,1.6066,56,52,6,5,108,0.13,0.84,0.88,0.84,0,0.19,0.33,1,12,15,MLS-CLU-00000F,CHI,Chicago,MLS-COM-000001,MLS-SEA-0001K9,2025,29,29,FALSE,861,823.63,37.37,35,315,0.62,0.31,430,55,0.39,0.57,372,0.18,36.9,0.83,40,1.61,7.39,9,101,0.37,0.63,1,NA
MLS-OBJ-0000KO,Diego,Luna,FALSE,40:43:53,2277,0,12,8,1,1,0,2,17,0,4,21,0,9,9,18,1,0,15,2,45,38,12,4,0,50,54,31,23,3,4,7,876,162,1038,67,17,84,943,179,1122,1,8,9,12,25,37,13,33,46,877,170,1047,79,42,131,956,212,1178,0,0,3,1,247,10,2,0,2,25,13,38,53,0,53,21,36,1483,1499,3,8,11,267527.28,31.93,16,4,12,40,109,28,81,3,8,18,0,40,429,89.74,565,81.95,44,63.64,0,0,7.1131,1.8869,48,45,4,1,87,0.17,0.84,0.8,0.84,0.32,0.28,0.11,1,12,16,MLS-CLU-00000R,RSL,Salt Lake,MLS-COM-000001,MLS-SEA-0001K9,2025,27,27,FALSE,876,828.47,47.53,17,334,0.62,0.32,565,21,0.45,0.58,333,0.2,53.64,0.83,32,1.89,7.11,9,114,0.25,1.75,2,NA
MLS-OBJ-00077P,Hirving,Lozano,FALSE,33:23:35,1833,5,16,6,0,0,0,17,33,0,2,35,2,9,22,35,1,0,26,0,84,79,10,4,0,89,93,44,49,8,2,10,445,141,586,29,10,39,474,151,625,8,22,30,17,30,47,25,52,77,453,163,616,46,40,105,499,203,721,0,0,0,0,263,19,2,0,2,49,7,56,34,0,34,2,2,1077,1088,12,16,28,187315.41,34.46,19,2,17,32,137,14,123,6,10,31,0,58,215,91.16,331,70.39,40,40,0,0,10.2668,-1.2668,77,71,0,2,114,0.1,0.76,0.74,0.76,0.36,0.32,0.27,1,17,19,MLS-CLU-000065,SD,San Diego,MLS-COM-000001,MLS-SEA-0001K9,2025,27,27,FALSE,445,438.75,6.25,272,227,0.51,0.39,519,34,0.57,0.51,532,0.04,9.71,0.76,580,-1.27,10.27,9,530,-0.81,2.81,2,NA
MLS-OBJ-000C5Q,Son,Heung-Min,FALSE,14:46:03,806,1,4,0,0,0,0,2,2,0,1,3,0,9,11,4,0,2,9,1,27,22,13,1,0,35,36,20,16,2,1,3,209,38,247,18,6,24,227,44,271,0,0,0,16,15,31,16,15,31,209,38,247,34,21,57,243,59,304,0,0,1,0,77,2,0,0,0,17,21,38,13,0,13,4,6,418,421,1,4,5,92170.66,33.88,14,3,11,35,81,15,66,3,6,20,0,17,110,94.55,130,77.69,7,57.14,0,0,4.8108,4.1892,32,29,1,1,67,0.25,0.85,0.75,0.84,0.52,0.52,NA,NA,11,12,MLS-CLU-000001,LAFC,LAFC,MLS-COM-000001,MLS-SEA-0001K9,2025,10,10,FALSE,209,202.95,6.05,277,61,0.49,0.25,165,262,0.48,0.47,627,0.01,0.9,0.82,6,4.19,4.81,9,1,5.22,1.78,7,Son H.M.
MLS-OBJ-0000XG,Dante,Sealy,FALSE,44:03:57,2426,2,10,6,0,0,0,2,41,1,1,43,0,9,12,19,0,2,15,3,51,7,50,3,0,57,60,36,24,0,2,2,552,170,722,23,8,31,575,178,753,5,22,27,13,30,43,18,52,70,557,192,749,36,38,88,593,230,837,0,0,5,1,271,14,0,0,0,11,43,54,23,0,23,0,0,1174,1195,19,18,37,268080.19,34.2,13,4,9,35,114,26,88,4,6,21,0,40,250,82.8,430,75.58,42,47.62,0,0,6.1448,2.8552,42,38,1,2,86,0.15,0.76,0.74,0.76,0.3,0.26,0.19,NA,9,11,MLS-CLU-000006,MTL,Montréal,MLS-COM-000001,MLS-SEA-0001K9,2025,30,30,FALSE,552,537.46,14.54,140,302,0.55,0.42,432,51,0.46,0.54,462,0.11,23.25,0.79,15,2.86,6.14,9,3,2.33,0.67,3,NA
MLS-OBJ-00007H,Christian,Benteke,FALSE,34:18:35,1883,2,8,7,0,0,0,20,30,0,1,31,3,9,28,20,1,1,19,4,73,36,13,33,0,49,82,75,7,3,0,3,269,150,419,11,0,11,280,150,430,0,1,1,0,0,0,0,1,1,269,151,420,11,0,12,280,151,432,0,0,9,0,157,1,2,1,3,0,0,0,0,0,0,11,11,680,682,161,73,234,189753.04,33.4,12,0,12,21,107,10,97,8,10,37,0,29,164,70.73,241,58.09,14,92.86,0,0,14.8442,-5.8442,70,62,2,3,91,0.11,0.64,1,0.65,NA,0,0,0.67,12,12,MLS-CLU-00000D,DC,D.C. United,MLS-COM-000001,MLS-SEA-0001K9,2025,25,25,FALSE,268,281.78,-13.78,812,228,0.46,0.55,253,157,0.67,0.46,643,0,0.43,0.61,692,-5.84,14.84,9,522,-0.75,1.75,1,NA
MLS-OBJ-00004Z,Anthony,Markanich,FALSE,34:15:08,1902,8,17,5,0,0,0,6,32,0,2,34,0,9,2,11,1,0,4,0,18,1,13,13,0,14,27,25,2,1,0,1,417,143,560,4,0,4,421,143,564,4,4,8,0,0,0,4,4,8,421,147,568,4,0,35,425,147,603,0,0,23,0,223,31,0,0,0,0,0,0,4,0,4,0,0,876,882,49,39,88,228645.5,32.78,11,1,10,17,47,7,40,2,4,11,0,14,175,88,338,73.67,47,29.79,0,1,4.9853,4.0147,25,23,0,0,40,0.33,0.74,1,0.75,NA,0.5,0.5,NA,10,10,MLS-CLU-00000L,MIN,Minnesota,MLS-COM-000001,MLS-SEA-0001K9,2025,31,31,FALSE,416,419.69,-3.69,691,221,0.43,0.4,125,330,0.25,0.43,685,-0.14,-8.87,0.57,7,4.01,4.99,9,4,2.25,0.75,3,NA
MLS-OBJ-0007K6,Marcel,Hartel,FALSE,55:58:43,3027,0,6,1,0,0,0,3,9,0,2,11,0,9,19,26,1,0,20,1,67,51,19,6,0,70,76,48,28,4,2,6,1116,213,1329,68,26,94,1184,239,1423,14,40,54,30,80,110,44,120,164,1130,253,1383,98,106,210,1228,359,1593,0,0,10,0,220,6,1,0,1,60,59,119,68,1,69,10,19,1899,1910,3,14,17,415234.13,31.83,16,3,13,94,196,37,159,2,7,29,0,17,478,91,806,81.02,45,62.22,0,0,7.753,1.247,67,65,8,4,170,0.12,0.84,0.72,0.83,0.27,0.27,0.26,1,13,15,MLS-CLU-00001L,STL,St. Louis,MLS-COM-000001,MLS-SEA-0001K9,2025,34,34,FALSE,1092,1052.75,39.25,26,377,0.59,0.29,543,27,0.36,0.59,300,0.2,53.84,0.82,64,1.15,7.85,9,9,1.8,2.2,4,NA
MLS-OBJ-0007RM,Kelvin,Yeboah,FALSE,37:12:43,2045,7,11,3,0,0,0,9,42,0,2,44,1,9,24,14,0,1,14,2,55,43,13,8,0,56,64,50,14,0,3,3,226,91,317,6,0,6,232,91,323,0,3,3,1,0,1,1,3,4,226,94,320,7,0,7,233,94,327,0,0,2,0,221,0,3,0,3,0,1,1,4,0,4,5,5,614,623,44,91,135,219606.03,34.34,12,3,9,14,87,14,73,7,10,33,0,31,139,83.45,176,61.93,2,50,0,0,11.7308,-2.7308,57,50,3,1,76,0.14,0.71,1,0.72,1,0.25,0,1,9,12,MLS-CLU-00000L,MIN,Minnesota,MLS-COM-000001,MLS-SEA-0001K9,2025,30,30,FALSE,224,222.29,1.71,406,151,0.51,0.48,382,67,0.77,0.44,671,-0.05,-9.43,0.65,667,-2.73,11.73,9,441,-0.38,0.38,0,NA
MLS-OBJ-00002F,Djordje,Mihailovic,FALSE,37:22:14,2060,0,7,3,0,0,0,2,16,0,0,16,0,9,12,13,0,2,14,0,41,35,10,5,0,45,50,24,26,6,1,7,525,155,680,41,31,72,566,186,752,5,30,35,34,75,109,39,105,144,530,185,715,75,106,217,605,291,932,0,0,7,0,160,36,4,2,6,44,63,107,78,0,78,8,8,1149,1155,10,13,23,242543.62,32.43,18,3,15,67,136,28,108,6,9,21,0,35,241,86.31,395,74.94,44,47.73,0,0,8.3881,0.6119,43,37,0,3,116,0.18,0.77,0.57,0.75,0.31,0.27,0.14,0.67,15,16,MLS-CLU-00000J,COL,Colorado,MLS-COM-000001,MLS-SEA-0001K9,2025,24,24,FALSE,512,481.33,30.67,29,304,0.58,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MLS-OBJ-0005B3,Luis,Muriel,FALSE,38:10:38,2114,8,19,1,0,1,0,11,26,0,0,26,0,9,20,29,2,1,12,5,69,56,14,8,0,70,78,44,34,5,4,9,439,173,612,36,5,41,475,178,653,6,8,14,7,8,15,13,16,29,445,181,626,43,13,59,488,194,685,0,0,5,0,244,3,1,0,1,6,8,14,13,0,13,20,35,1012,1020,28,36,64,223849.38,33.37,21,9,12,42,140,28,112,6,10,29,0,22,254,84.25,327,64.53,31,45.16,0,0,8.505,0.495,64,58,0,6,113,0.12,0.72,0.88,0.73,0.47,0.45,0.43,1,14,18,MLS-CLU-00000O,ORL,Orlando,MLS-COM-000001,MLS-SEA-0001K9,2025,33,33,FALSE,433,444.71,-11.71,797,265,0.51,0.44,516,36,0.63,0.47,627,-0.01,-2.29,0.7,71,1.05,7.95,9,424,-0.35,0.35,0,NA
MLS-OBJ-0001GW,Ramiro,Enrique,FALSE,18:29:33,931,16,5,2,0,0,0,5,14,0,1,15,0,8,8,8,0,1,6,3,26,26,1,7,0,27,34,29,5,0,2,2,155,37,192,28,0,28,183,37,220,1,1,2,0,0,0,1,1,2,156,38,194,28,0,29,184,38,223,0,0,11,0,84,1,0,0,0,0,0,0,1,0,1,19,27,352,353,30,33,63,120571.23,34.63,10,2,8,6,45,8,37,9,10,17,0,11,77,83.12,106,80.19,9,66.67,0,0,8.4332,-0.4332,32,23,1,0,41,0.24,0.81,1,0.83,NA,0.5,0.5,NA,8,10,MLS-CLU-00000O,ORL,Orlando,MLS-COM-000001,MLS-SEA-0001K9,2025,24,24,FALSE,155,152,3,364,61,0.54,0.32,145,303,0.57,0.53,481,0.11,7.72,0.78,420,-0.43,8.43,8,13,1.53,2.47,4,NA
MLS-OBJ-00005H,Darren,Yapi,FALSE,26:06:12,1433,12,14,5,0,0,0,11,20,0,1,21,0,8,7,8,0,0,4,3,22,14,4,11,1,19,30,26,4,2,0,2,202,82,284,3,0,3,205,82,287,0,0,0,0,0,0,0,0,0,202,82,284,3,0,6,205,82,290,0,0,1,0,177,3,0,0,0,0,0,0,0,0,0,3,3,498,500,47,53,100,167699.6,33.29,12,2,10,17,52,10,42,2,4,15,0,26,140,80,139,63.31,5,40,0,0,4.9699,3.0301,25,23,2,2,43,0.27,0.71,1,0.71,NA,NA,NA,NA,10,10,MLS-CLU-00000J,COL,Colorado,MLS-COM-000001,MLS-SEA-0001K9,2025,29,29,FALSE,193,201.28,-8.28,770,118,0.46,0.43,269,141,0.77,0.46,643,-0.01,-1.06,0.68,11,3.03,4.97,8,87,0.49,0.51,1,NA
